Date,Day Type,Movement,Movement Type,Weight,Sets,Reps,RPE
06/22/2021,Push,Bench Press,Compound,280,2,6,8
06/23/2021,Pull,Deadlift,Compound,265,3,7,8
06/23/2021,Legs,Back Squat,Compound,210,4,4,8
06/23/2021,Legs,Front Squat,Compound,160,2,4,8
06/23/2021,Pull,Barbell Row,Compound,200,5,5,8
06/23/2021,Legs,Front Squat,Compound,315,2,6,9
06/23/2021,Push,Bench Press,Compound,290,1,4,9
06/24/2021,Push,Bench Press,Compound,205,4,5,7
06/24/2021,Push,Bench Press,Compound,205,4,9,7
06/25/2021,Legs,Front Squat,Compound,145,3,10,9
06/25/2021,Pull,Barbell Row,Compound,240,5,6,8
06/25/2021,Push,OHP,Compound,360,5,1,10
06/25/2021,Pull,Barbell Row,Compound,345,3,1,8
06/26/2021,Legs,Front Squat,Compound,390,1,3,10
06/26/2021,Legs,Back Squat,Compound,335,2,8,7
06/26/2021,Push,OHP,Compound,190,3,7,9
06/26/2021,Push,Bench Press,Compound,180,2,6,9
06/26/2021,Legs,Back Squat,Compound,310,3,6,7
06/27/2021,Pull,Deadlift,Compound,155,2,5,8
06/27/2021,Legs,Back Squat,Compound,260,4,1,7
06/27/2021,Push,Bench Press,Compound,335,4,8,8
06/27/2021,Legs,Front Squat,Compound,145,4,6,7
06/27/2021,Push,OHP,Compound,185,4,8,9
06/28/2021,Push,OHP,Compound,295,4,7,8
06/29/2021,Legs,Back Squat,Compound,145,1,5,10
06/29/2021,Legs,Front Squat,Compound,315,4,1,7
06/29/2021,Legs,Front Squat,Compound,195,5,2,9
06/30/2021,Pull,Barbell Row,Compound,400,2,5,10
06/30/2021,Pull,Barbell Row,Compound,300,2,1,9
07/01/2021,Pull,Barbell Row,Compound,325,4,7,7
07/01/2021,Push,OHP,Compound,175,1,3,10
07/01/2021,Push,Bench Press,Compound,365,2,8,8
07/02/2021,Push,OHP,Compound,350,3,1,8
07/02/2021,Pull,Barbell Row,Compound,290,4,5,9
07/02/2021,Legs,Back Squat,Compound,305,1,10,7
07/03/2021,Legs,Back Squat,Compound,335,5,6,10
07/03/2021,Push,OHP,Compound,310,4,6,7
07/03/2021,Push,Bench Press,Compound,205,4,6,8
07/04/2021,Pull,Barbell Row,Compound,345,3,5,7
07/05/2021,Push,OHP,Compound,230,5,2,7
07/06/2021,Pull,Barbell Row,Compound,360,1,3,10
07/06/2021,Push,Bench Press,Compound,205,4,6,7
07/06/2021,Push,OHP,Compound,175,4,4,8
07/07/2021,Pull,Deadlift,Compound,310,4,7,7
07/07/2021,Push,Bench Press,Compound,220,2,4,9
07/07/2021,Pull,Deadlift,Compound,135,4,8,9
07/08/2021,Pull,Deadlift,Compound,220,4,3,8
07/08/2021,Pull,Deadlift,Compound,295,5,9,10
07/09/2021,Legs,Back Squat,Compound,285,1,6,7
07/09/2021,Pull,Barbell Row,Compound,220,3,6,9
07/10/2021,Legs,Back Squat,Compound,310,5,9,7
07/10/2021,Pull,Barbell Row,Compound,255,5,9,10
07/10/2021,Legs,Back Squat,Compound,200,3,3,7
07/11/2021,Push,Bench Press,Compound,265,5,5,9
07/11/2021,Legs,Back Squat,Compound,135,2,8,8
07/11/2021,Push,OHP,Compound,220,3,7,7
07/12/2021,Legs,Back Squat,Compound,340,1,4,9
07/12/2021,Pull,Deadlift,Compound,330,5,7,8
07/12/2021,Push,OHP,Compound,165,5,7,9
07/12/2021,Push,OHP,Compound,210,4,6,8
07/13/2021,Push,Bench Press,Compound,300,3,9,8
07/13/2021,Pull,Deadlift,Compound,390,4,3,9
07/13/2021,Push,OHP,Compound,155,5,1,8
07/13/2021,Legs,Back Squat,Compound,270,5,10,10
07/14/2021,Pull,Deadlift,Compound,210,5,3,8
07/15/2021,Legs,Back Squat,Compound,305,1,8,10
07/15/2021,Legs,Front Squat,Compound,400,4,8,8
07/15/2021,Legs,Back Squat,Compound,305,2,5,8
07/16/2021,Push,OHP,Compound,290,5,10,8
07/18/2021,Push,Bench Press,Compound,140,3,9,8
07/18/2021,Pull,Deadlift,Compound,155,2,6,7
07/18/2021,Legs,Back Squat,Compound,205,2,5,10
07/19/2021,Pull,Deadlift,Compound,380,4,3,8
07/19/2021,Pull,Deadlift,Compound,340,2,9,8
07/19/2021,Pull,Deadlift,Compound,215,2,2,10
07/21/2021,Pull,Deadlift,Compound,260,4,6,9
07/21/2021,Pull,Barbell Row,Compound,250,3,2,7
07/21/2021,Pull,Barbell Row,Compound,240,2,2,9
07/21/2021,Legs,Back Squat,Compound,170,3,2,7
07/21/2021,Legs,Front Squat,Compound,265,1,7,10
07/22/2021,Push,OHP,Compound,240,2,5,7
07/22/2021,Pull,Deadlift,Compound,390,2,7,10
07/22/2021,Legs,Back Squat,Compound,350,5,5,8
07/23/2021,Legs,Front Squat,Compound,165,1,10,9
07/24/2021,Pull,Barbell Row,Compound,205,5,2,10
07/24/2021,Legs,Front Squat,Compound,235,2,9,7
07/24/2021,Pull,Barbell Row,Compound,235,1,3,7
07/24/2021,Push,Bench Press,Compound,350,5,4,7
07/24/2021,Pull,Barbell Row,Compound,300,5,6,7
07/24/2021,Pull,Barbell Row,Compound,390,2,7,9
07/25/2021,Legs,Back Squat,Compound,235,1,4,9
07/27/2021,Pull,Barbell Row,Compound,145,1,1,10
07/27/2021,Push,OHP,Compound,270,3,1,7
07/27/2021,Push,Bench Press,Compound,380,5,2,8
07/28/2021,Push,OHP,Compound,345,3,6,9
07/28/2021,Pull,Deadlift,Compound,350,5,7,10
07/28/2021,Push,OHP,Compound,380,5,9,9
07/28/2021,Pull,Deadlift,Compound,260,2,4,8
07/28/2021,Legs,Front Squat,Compound,195,1,8,10
07/28/2021,Push,OHP,Compound,360,2,8,10
07/29/2021,Pull,Barbell Row,Compound,225,5,8,10
07/30/2021,Pull,Barbell Row,Compound,330,4,1,7
07/30/2021,Legs,Back Squat,Compound,320,5,1,10
07/30/2021,Legs,Front Squat,Compound,315,5,10,9
07/30/2021,Pull,Deadlift,Compound,235,1,4,9
07/31/2021,Legs,Back Squat,Compound,150,5,7,7
08/01/2021,Push,Bench Press,Compound,285,5,4,8
08/01/2021,Push,OHP,Compound,140,5,4,8
08/02/2021,Legs,Back Squat,Compound,315,4,3,8
08/02/2021,Legs,Back Squat,Compound,175,5,3,7
08/02/2021,Pull,Deadlift,Compound,390,2,3,9
08/02/2021,Pull,Barbell Row,Compound,240,1,6,8
08/02/2021,Pull,Deadlift,Compound,390,5,9,7
08/03/2021,Legs,Back Squat,Compound,230,3,8,10
08/03/2021,Pull,Barbell Row,Compound,180,4,6,8
08/04/2021,Pull,Barbell Row,Compound,225,3,5,10
08/04/2021,Push,Bench Press,Compound,355,5,3,10
08/05/2021,Pull,Deadlift,Compound,225,4,2,10
08/05/2021,Pull,Deadlift,Compound,225,3,9,9
08/05/2021,Push,OHP,Compound,320,2,5,10
08/05/2021,Push,OHP,Compound,330,4,8,9
08/06/2021,Push,OHP,Compound,135,3,8,9
08/07/2021,Legs,Front Squat,Compound,270,1,6,10
08/07/2021,Legs,Back Squat,Compound,255,4,10,10
08/09/2021,Push,OHP,Compound,215,5,10,7
08/09/2021,Legs,Back Squat,Compound,260,2,5,7
08/10/2021,Legs,Back Squat,Compound,265,5,10,7
08/10/2021,Push,Bench Press,Compound,310,3,3,9
08/10/2021,Pull,Barbell Row,Compound,235,2,7,8
08/10/2021,Pull,Barbell Row,Compound,385,5,10,7
08/10/2021,Pull,Deadlift,Compound,160,1,5,7
08/10/2021,Pull,Barbell Row,Compound,285,4,6,10
08/11/2021,Pull,Deadlift,Compound,150,4,9,7
08/12/2021,Pull,Deadlift,Compound,345,1,3,10
08/12/2021,Pull,Deadlift,Compound,365,4,4,7
08/13/2021,Legs,Back Squat,Compound,265,2,2,7
08/14/2021,Pull,Deadlift,Compound,270,2,5,9
08/15/2021,Push,Bench Press,Compound,190,2,9,7
08/15/2021,Pull,Deadlift,Compound,155,1,2,9
08/15/2021,Legs,Front Squat,Compound,390,2,8,7
08/16/2021,Push,Bench Press,Compound,235,2,4,9
08/16/2021,Legs,Front Squat,Compound,215,1,2,9
08/16/2021,Push,OHP,Compound,250,3,1,8
08/18/2021,Legs,Back Squat,Compound,135,5,1,8
08/18/2021,Pull,Barbell Row,Compound,395,3,9,10
08/19/2021,Legs,Back Squat,Compound,295,1,5,10
08/19/2021,Legs,Back Squat,Compound,320,5,3,10
08/19/2021,Legs,Back Squat,Compound,390,2,6,9
08/19/2021,Legs,Back Squat,Compound,390,4,9,8
08/19/2021,Legs,Front Squat,Compound,310,4,4,9
08/19/2021,Push,OHP,Compound,155,5,9,10
08/20/2021,Pull,Barbell Row,Compound,245,4,8,7
08/20/2021,Push,OHP,Compound,250,5,4,10
08/20/2021,Pull,Barbell Row,Compound,270,5,1,9
08/20/2021,Pull,Barbell Row,Compound,145,1,1,9
08/20/2021,Push,OHP,Compound,205,3,9,8
08/20/2021,Pull,Barbell Row,Compound,290,5,10,7
08/21/2021,Legs,Front Squat,Compound,300,4,10,7
08/21/2021,Pull,Deadlift,Compound,230,2,2,9
08/21/2021,Push,Bench Press,Compound,300,1,2,8
08/22/2021,Push,OHP,Compound,350,1,5,8
08/23/2021,Pull,Barbell Row,Compound,315,1,8,8
08/23/2021,Pull,Deadlift,Compound,140,5,2,8
08/23/2021,Legs,Back Squat,Compound,250,1,10,9
08/23/2021,Push,OHP,Compound,150,1,10,8
08/23/2021,Pull,Deadlift,Compound,150,3,7,9
08/23/2021,Pull,Barbell Row,Compound,270,1,6,9
08/23/2021,Pull,Deadlift,Compound,320,3,10,7
08/23/2021,Legs,Front Squat,Compound,180,5,7,7
08/24/2021,Legs,Front Squat,Compound,265,2,6,7
08/24/2021,Pull,Barbell Row,Compound,320,5,6,10
08/25/2021,Push,OHP,Compound,185,4,3,7
08/25/2021,Pull,Deadlift,Compound,340,2,4,8
08/25/2021,Pull,Deadlift,Compound,295,1,6,8
08/25/2021,Pull,Deadlift,Compound,210,5,5,8
08/26/2021,Pull,Deadlift,Compound,295,2,8,8
08/26/2021,Pull,Deadlift,Compound,345,5,1,8
08/26/2021,Legs,Front Squat,Compound,140,4,4,10
08/27/2021,Pull,Barbell Row,Compound,375,5,4,9
08/27/2021,Push,OHP,Compound,360,5,5,7
08/27/2021,Legs,Back Squat,Compound,175,4,6,9
08/27/2021,Pull,Deadlift,Compound,160,1,10,10
08/29/2021,Pull,Deadlift,Compound,355,5,9,7
08/30/2021,Pull,Deadlift,Compound,310,3,9,8
08/30/2021,Legs,Back Squat,Compound,345,2,4,8
08/30/2021,Pull,Deadlift,Compound,245,1,5,9
08/30/2021,Push,Bench Press,Compound,165,5,8,7
09/01/2021,Legs,Back Squat,Compound,145,2,7,8
09/01/2021,Push,Bench Press,Compound,210,1,5,10
09/03/2021,Push,Bench Press,Compound,220,5,2,7
09/03/2021,Push,Bench Press,Compound,195,5,9,10
09/04/2021,Legs,Front Squat,Compound,145,4,8,8
09/04/2021,Legs,Front Squat,Compound,165,4,1,10
09/04/2021,Legs,Front Squat,Compound,255,5,5,8
09/05/2021,Push,OHP,Compound,150,2,5,9
09/05/2021,Pull,Barbell Row,Compound,215,5,3,10
09/05/2021,Pull,Deadlift,Compound,240,2,1,10
09/06/2021,Legs,Back Squat,Compound,385,3,2,10
09/06/2021,Legs,Back Squat,Compound,240,3,9,9
09/06/2021,Push,OHP,Compound,230,2,8,7
09/07/2021,Push,OHP,Compound,155,2,2,8
09/07/2021,Push,Bench Press,Compound,285,1,3,7
09/07/2021,Pull,Deadlift,Compound,350,2,8,10
09/07/2021,Legs,Back Squat,Compound,275,3,10,10
09/08/2021,Pull,Deadlift,Compound,395,5,8,8
09/08/2021,Legs,Back Squat,Compound,235,4,5,9
09/08/2021,Push,Bench Press,Compound,150,5,3,7
09/08/2021,Legs,Back Squat,Compound,375,2,7,8
09/08/2021,Legs,Back Squat,Compound,250,1,3,9
09/08/2021,Legs,Front Squat,Compound,250,5,9,9
09/09/2021,Pull,Barbell Row,Compound,295,1,7,10
09/10/2021,Pull,Deadlift,Compound,180,3,5,7
09/10/2021,Pull,Barbell Row,Compound,165,1,7,8
09/10/2021,Legs,Back Squat,Compound,355,3,9,9
09/10/2021,Push,OHP,Compound,165,4,9,8
09/10/2021,Push,OHP,Compound,135,5,2,8
09/10/2021,Pull,Deadlift,Compound,265,2,3,10
09/10/2021,Push,OHP,Compound,380,5,8,9
09/11/2021,Push,OHP,Compound,210,5,8,9
09/11/2021,Pull,Barbell Row,Compound,390,5,2,10
09/11/2021,Pull,Barbell Row,Compound,395,1,10,8
09/11/2021,Pull,Deadlift,Compound,140,1,8,7
09/11/2021,Legs,Front Squat,Compound,370,4,5,7
09/12/2021,Legs,Back Squat,Compound,285,4,1,9
09/12/2021,Legs,Back Squat,Compound,370,4,10,8
09/12/2021,Legs,Back Squat,Compound,305,4,5,9
09/13/2021,Legs,Back Squat,Compound,325,4,6,7
09/14/2021,Legs,Front Squat,Compound,200,2,6,8
09/14/2021,Legs,Back Squat,Compound,385,3,7,10
09/14/2021,Pull,Barbell Row,Compound,315,3,7,9
09/15/2021,Legs,Front Squat,Compound,390,1,8,10
09/16/2021,Pull,Deadlift,Compound,255,5,3,10
09/16/2021,Pull,Barbell Row,Compound,300,2,7,8
09/16/2021,Push,OHP,Compound,325,1,8,9
09/16/2021,Pull,Barbell Row,Compound,245,3,9,9
09/16/2021,Legs,Front Squat,Compound,305,3,8,9
09/17/2021,Push,Bench Press,Compound,380,1,7,10
09/18/2021,Push,Bench Press,Compound,355,3,5,9
09/18/2021,Pull,Barbell Row,Compound,235,2,7,10
09/18/2021,Push,Bench Press,Compound,180,2,3,8
09/18/2021,Push,OHP,Compound,365,3,9,7
09/18/2021,Legs,Back Squat,Compound,320,3,2,10
09/19/2021,Pull,Barbell Row,Compound,355,2,1,10
09/19/2021,Pull,Barbell Row,Compound,135,1,6,8
09/20/2021,Push,OHP,Compound,160,4,8,9
09/21/2021,Pull,Barbell Row,Compound,265,4,4,10
09/21/2021,Legs,Front Squat,Compound,250,1,7,7
09/21/2021,Pull,Deadlift,Compound,140,4,8,7
09/21/2021,Pull,Deadlift,Compound,150,1,4,7
09/22/2021,Pull,Barbell Row,Compound,220,2,7,8
09/22/2021,Legs,Front Squat,Compound,185,1,4,7
09/23/2021,Legs,Front Squat,Compound,375,3,4,9
09/23/2021,Push,Bench Press,Compound,155,3,10,9
09/23/2021,Legs,Front Squat,Compound,300,1,9,10
09/24/2021,Legs,Back Squat,Compound,365,4,5,8
09/24/2021,Pull,Barbell Row,Compound,220,2,6,8
09/24/2021,Push,OHP,Compound,285,1,4,9
09/25/2021,Pull,Deadlift,Compound,355,2,1,10
09/25/2021,Push,Bench Press,Compound,200,4,2,9
09/25/2021,Pull,Deadlift,Compound,190,5,5,8
09/25/2021,Push,OHP,Compound,400,4,8,7
09/25/2021,Push,OHP,Compound,275,3,7,10
09/26/2021,Pull,Barbell Row,Compound,395,5,6,7
09/27/2021,Push,OHP,Compound,280,1,3,7
09/27/2021,Push,OHP,Compound,140,5,6,9
09/27/2021,Push,Bench Press,Compound,275,1,8,7
09/27/2021,Pull,Deadlift,Compound,195,2,5,7
09/27/2021,Pull,Deadlift,Compound,360,5,3,7
09/28/2021,Legs,Back Squat,Compound,325,1,10,8
09/28/2021,Pull,Deadlift,Compound,315,1,3,10
09/28/2021,Push,OHP,Compound,190,2,3,7
09/29/2021,Push,OHP,Compound,335,5,10,9
09/29/2021,Legs,Back Squat,Compound,290,1,8,9
09/30/2021,Push,Bench Press,Compound,275,1,2,9
09/30/2021,Pull,Barbell Row,Compound,215,3,6,7
10/01/2021,Pull,Deadlift,Compound,275,2,2,9
10/01/2021,Legs,Back Squat,Compound,335,5,10,9
10/02/2021,Legs,Back Squat,Compound,400,4,10,8
10/02/2021,Push,Bench Press,Compound,365,4,2,10
10/02/2021,Pull,Deadlift,Compound,300,3,4,7
10/03/2021,Pull,Deadlift,Compound,375,4,6,7
10/03/2021,Pull,Barbell Row,Compound,185,4,2,8
10/03/2021,Pull,Barbell Row,Compound,150,2,7,9
10/04/2021,Legs,Back Squat,Compound,185,4,7,9
10/05/2021,Pull,Barbell Row,Compound,235,4,5,10
10/05/2021,Legs,Back Squat,Compound,350,4,2,7
10/05/2021,Legs,Front Squat,Compound,195,5,2,9
10/05/2021,Push,Bench Press,Compound,250,3,1,8
10/06/2021,Pull,Barbell Row,Compound,375,5,8,8
10/06/2021,Legs,Front Squat,Compound,210,1,5,7
10/07/2021,Legs,Front Squat,Compound,185,5,7,7
10/07/2021,Push,OHP,Compound,305,5,5,8
10/09/2021,Pull,Deadlift,Compound,195,5,1,7
10/09/2021,Push,OHP,Compound,235,5,10,10
10/09/2021,Push,OHP,Compound,255,2,9,9
10/09/2021,Pull,Barbell Row,Compound,355,5,2,9
10/09/2021,Pull,Deadlift,Compound,240,3,1,7
10/10/2021,Legs,Front Squat,Compound,250,2,1,9
10/11/2021,Push,Bench Press,Compound,200,4,5,10
10/11/2021,Push,OHP,Compound,310,1,10,10
10/12/2021,Push,Bench Press,Compound,320,4,10,7
10/13/2021,Push,Bench Press,Compound,295,2,1,7
10/13/2021,Push,OHP,Compound,325,5,7,7
10/13/2021,Push,OHP,Compound,160,1,3,9
10/13/2021,Legs,Front Squat,Compound,150,1,5,7
10/14/2021,Legs,Back Squat,Compound,180,4,3,10
10/15/2021,Pull,Deadlift,Compound,335,3,8,10
10/15/2021,Pull,Deadlift,Compound,300,4,4,10
10/16/2021,Push,OHP,Compound,315,2,6,10
10/16/2021,Legs,Front Squat,Compound,200,3,4,8
10/17/2021,Push,Bench Press,Compound,345,5,5,8
10/17/2021,Pull,Deadlift,Compound,400,2,4,7
10/17/2021,Pull,Deadlift,Compound,375,5,2,8
10/17/2021,Pull,Barbell Row,Compound,295,3,10,7
10/17/2021,Pull,Barbell Row,Compound,195,5,5,10
10/18/2021,Push,Bench Press,Compound,350,1,10,10
10/18/2021,Pull,Deadlift,Compound,170,3,10,7
10/18/2021,Pull,Barbell Row,Compound,240,3,3,7
10/19/2021,Pull,Barbell Row,Compound,260,1,10,10
10/19/2021,Pull,Deadlift,Compound,340,1,8,9
10/19/2021,Legs,Back Squat,Compound,165,4,8,10
10/19/2021,Legs,Back Squat,Compound,310,4,8,9
10/20/2021,Push,Bench Press,Compound,145,3,7,10
10/20/2021,Pull,Barbell Row,Compound,290,2,5,7
10/21/2021,Pull,Deadlift,Compound,350,4,1,8
10/21/2021,Push,OHP,Compound,150,4,4,9
10/22/2021,Push,Bench Press,Compound,390,2,8,7
10/23/2021,Push,Bench Press,Compound,135,5,5,8
10/23/2021,Legs,Front Squat,Compound,270,5,4,7
10/23/2021,Push,Bench Press,Compound,230,1,7,9
10/23/2021,Legs,Front Squat,Compound,175,5,3,8
10/23/2021,Push,Bench Press,Compound,225,4,3,10
10/24/2021,Push,Bench Press,Compound,190,1,2,10
10/24/2021,Push,Bench Press,Compound,330,4,2,9
10/26/2021,Push,Bench Press,Compound,355,2,8,10
10/26/2021,Push,Bench Press,Compound,330,2,6,10
10/26/2021,Push,OHP,Compound,375,5,3,7
10/26/2021,Pull,Deadlift,Compound,145,3,1,10
10/26/2021,Push,OHP,Compound,275,1,10,8
10/27/2021,Legs,Front Squat,Compound,260,2,9,7
10/28/2021,Legs,Front Squat,Compound,305,4,8,9
10/28/2021,Pull,Deadlift,Compound,355,3,3,7
10/29/2021,Push,Bench Press,Compound,320,2,1,7
10/29/2021,Pull,Barbell Row,Compound,370,3,6,8
10/29/2021,Pull,Deadlift,Compound,150,4,7,8
10/30/2021,Legs,Front Squat,Compound,285,5,4,7
10/30/2021,Push,Bench Press,Compound,285,3,7,7
10/30/2021,Push,Bench Press,Compound,250,3,3,7
10/31/2021,Pull,Deadlift,Compound,230,5,3,9
10/31/2021,Legs,Back Squat,Compound,150,3,10,7
10/31/2021,Pull,Barbell Row,Compound,365,2,3,10
10/31/2021,Push,OHP,Compound,320,1,2,10
11/01/2021,Pull,Deadlift,Compound,165,1,2,10
11/01/2021,Push,Bench Press,Compound,245,4,8,10
11/01/2021,Push,OHP,Compound,260,1,1,9
11/02/2021,Pull,Deadlift,Compound,270,3,10,7
11/02/2021,Legs,Front Squat,Compound,180,5,10,8
11/02/2021,Pull,Barbell Row,Compound,350,5,2,7
11/02/2021,Legs,Back Squat,Compound,395,4,7,8
11/02/2021,Push,OHP,Compound,400,2,6,9
11/03/2021,Legs,Front Squat,Compound,245,1,8,10
11/03/2021,Push,OHP,Compound,355,4,10,10
11/04/2021,Legs,Front Squat,Compound,280,1,8,8
11/04/2021,Legs,Front Squat,Compound,175,2,2,7
11/05/2021,Pull,Barbell Row,Compound,140,2,5,8
11/06/2021,Push,OHP,Compound,185,5,10,7
11/06/2021,Push,OHP,Compound,200,1,6,9
11/06/2021,Push,OHP,Compound,245,2,6,10
11/06/2021,Pull,Deadlift,Compound,175,5,9,9
11/06/2021,Pull,Deadlift,Compound,195,3,9,7
11/07/2021,Legs,Front Squat,Compound,305,3,10,7
11/07/2021,Pull,Barbell Row,Compound,285,2,8,9
11/08/2021,Push,OHP,Compound,280,4,1,10
11/09/2021,Legs,Front Squat,Compound,180,5,10,8
11/09/2021,Pull,Barbell Row,Compound,240,4,6,10
11/10/2021,Push,Bench Press,Compound,260,1,10,8
11/11/2021,Legs,Front Squat,Compound,340,5,4,9
11/11/2021,Push,Bench Press,Compound,320,2,4,7
11/11/2021,Legs,Front Squat,Compound,220,1,4,7
11/11/2021,Pull,Barbell Row,Compound,395,4,1,10
11/11/2021,Legs,Front Squat,Compound,135,1,2,10
11/11/2021,Pull,Barbell Row,Compound,330,4,4,10
11/12/2021,Legs,Back Squat,Compound,350,2,2,10
11/12/2021,Push,OHP,Compound,290,4,6,9
11/12/2021,Legs,Front Squat,Compound,155,3,3,7
11/12/2021,Legs,Front Squat,Compound,275,2,1,7
11/12/2021,Pull,Deadlift,Compound,160,4,10,9
11/12/2021,Push,Bench Press,Compound,165,1,4,9
11/12/2021,Pull,Deadlift,Compound,170,4,3,8
11/12/2021,Push,OHP,Compound,210,5,3,10
11/12/2021,Push,Bench Press,Compound,240,5,5,9
11/13/2021,Pull,Barbell Row,Compound,160,3,10,9
11/13/2021,Pull,Deadlift,Compound,300,1,1,7
11/14/2021,Pull,Deadlift,Compound,400,1,4,10
11/14/2021,Pull,Barbell Row,Compound,390,2,3,8
11/14/2021,Pull,Barbell Row,Compound,240,3,5,10
11/14/2021,Pull,Barbell Row,Compound,165,2,3,9
11/15/2021,Push,OHP,Compound,355,1,1,7
11/16/2021,Legs,Front Squat,Compound,325,3,5,8
11/17/2021,Legs,Back Squat,Compound,360,3,3,9
11/17/2021,Pull,Deadlift,Compound,305,1,2,8
11/17/2021,Push,Bench Press,Compound,210,4,2,9
11/18/2021,Pull,Barbell Row,Compound,350,1,3,10
11/18/2021,Push,Bench Press,Compound,205,5,7,9
11/18/2021,Legs,Back Squat,Compound,165,5,5,9
11/19/2021,Push,OHP,Compound,245,2,8,8
11/20/2021,Pull,Barbell Row,Compound,340,2,8,9
11/20/2021,Push,Bench Press,Compound,200,5,6,7
11/21/2021,Pull,Deadlift,Compound,285,5,2,9
11/21/2021,Legs,Front Squat,Compound,385,4,10,9
11/21/2021,Push,Bench Press,Compound,290,5,7,9
11/22/2021,Push,OHP,Compound,385,1,3,9
11/22/2021,Pull,Deadlift,Compound,210,3,3,7
11/23/2021,Legs,Back Squat,Compound,225,3,9,10
11/23/2021,Pull,Barbell Row,Compound,330,4,3,7
11/23/2021,Push,Bench Press,Compound,285,3,5,9
11/23/2021,Pull,Deadlift,Compound,200,5,3,9
11/24/2021,Pull,Deadlift,Compound,250,3,2,10
11/24/2021,Legs,Front Squat,Compound,240,1,3,10
11/24/2021,Legs,Front Squat,Compound,200,3,5,10
11/24/2021,Push,OHP,Compound,350,4,7,9
11/25/2021,Pull,Deadlift,Compound,225,1,2,8
11/26/2021,Push,Bench Press,Compound,380,2,1,8
11/26/2021,Pull,Barbell Row,Compound,245,4,9,10
11/26/2021,Legs,Back Squat,Compound,300,5,8,7
11/26/2021,Push,OHP,Compound,160,2,1,9
11/26/2021,Push,Bench Press,Compound,190,4,2,10
11/26/2021,Pull,Deadlift,Compound,245,5,1,8
11/27/2021,Push,OHP,Compound,285,5,5,10
11/27/2021,Legs,Front Squat,Compound,140,4,8,9
11/29/2021,Legs,Front Squat,Compound,205,4,3,10
11/29/2021,Pull,Barbell Row,Compound,140,2,9,7
11/30/2021,Push,OHP,Compound,200,2,8,8
11/30/2021,Push,OHP,Compound,275,4,9,7
11/30/2021,Pull,Deadlift,Compound,315,3,5,8
11/30/2021,Pull,Deadlift,Compound,335,3,1,8
12/01/2021,Pull,Deadlift,Compound,240,1,6,10
12/01/2021,Push,Bench Press,Compound,225,1,7,9
12/01/2021,Push,OHP,Compound,320,5,2,9
12/01/2021,Legs,Back Squat,Compound,290,3,9,10
12/01/2021,Legs,Front Squat,Compound,255,1,3,9
12/02/2021,Push,OHP,Compound,255,3,2,9
12/02/2021,Push,OHP,Compound,135,3,6,8
12/02/2021,Push,Bench Press,Compound,300,1,7,10
12/03/2021,Push,OHP,Compound,180,5,8,7
12/03/2021,Push,Bench Press,Compound,340,3,3,7
12/03/2021,Pull,Barbell Row,Compound,205,4,6,10
12/05/2021,Legs,Front Squat,Compound,275,5,4,7
12/05/2021,Pull,Barbell Row,Compound,350,3,6,9
12/05/2021,Push,OHP,Compound,320,3,1,10
12/06/2021,Push,Bench Press,Compound,340,4,9,8
12/06/2021,Pull,Barbell Row,Compound,150,4,4,8
12/08/2021,Legs,Back Squat,Compound,275,5,8,8
12/08/2021,Pull,Barbell Row,Compound,390,2,1,7
12/08/2021,Push,OHP,Compound,280,3,9,10
12/08/2021,Legs,Front Squat,Compound,205,4,6,9
12/09/2021,Pull,Barbell Row,Compound,195,4,7,9
12/09/2021,Legs,Front Squat,Compound,170,4,4,10
12/09/2021,Pull,Deadlift,Compound,200,2,3,10
12/09/2021,Legs,Front Squat,Compound,385,5,4,9
12/09/2021,Push,Bench Press,Compound,350,2,3,9
12/09/2021,Pull,Barbell Row,Compound,165,1,3,9
12/10/2021,Legs,Front Squat,Compound,210,1,7,9
12/10/2021,Push,Bench Press,Compound,380,4,4,7
12/10/2021,Pull,Barbell Row,Compound,180,5,2,7
12/11/2021,Push,OHP,Compound,185,2,6,7
12/11/2021,Pull,Barbell Row,Compound,335,5,5,7
12/11/2021,Legs,Front Squat,Compound,230,1,1,8
12/11/2021,Legs,Front Squat,Compound,210,1,7,7
12/11/2021,Legs,Front Squat,Compound,395,4,10,9
12/12/2021,Pull,Deadlift,Compound,240,4,6,8
12/12/2021,Pull,Deadlift,Compound,145,2,5,9
12/12/2021,Pull,Barbell Row,Compound,330,4,3,9
12/13/2021,Pull,Barbell Row,Compound,260,2,2,9
12/13/2021,Push,OHP,Compound,395,2,3,10
12/15/2021,Pull,Barbell Row,Compound,330,5,1,7
12/16/2021,Pull,Barbell Row,Compound,155,5,4,7
12/16/2021,Legs,Front Squat,Compound,135,4,3,8
12/17/2021,Push,OHP,Compound,230,4,6,8
12/19/2021,Push,Bench Press,Compound,255,4,7,10
12/19/2021,Pull,Deadlift,Compound,195,3,4,7
12/19/2021,Push,Bench Press,Compound,240,1,3,9
12/20/2021,Push,OHP,Compound,350,3,4,7
12/20/2021,Legs,Back Squat,Compound,140,3,7,10
12/21/2021,Pull,Barbell Row,Compound,195,2,4,10
12/22/2021,Push,OHP,Compound,340,5,1,10
12/22/2021,Pull,Barbell Row,Compound,165,3,8,10
12/22/2021,Push,Bench Press,Compound,350,5,10,8
12/22/2021,Legs,Front Squat,Compound,225,3,6,8
12/22/2021,Legs,Front Squat,Compound,150,5,8,8
